mt002,,
2014/12/30,,
,,
時刻,活動強度,運動種別
18:29:20,1.1,生活活動
18:29:30,1,生活活動
18:29:40,1,生活活動
18:29:50,1,生活活動
18:30:00,1,生活活動
18:30:10,1.2,生活活動
18:30:20,1,生活活動
18:30:30,1,生活活動
18:30:40,1,生活活動
18:30:50,0,計測なし
18:31:00,1,生活活動
18:31:10,1.2,生活活動
18:31:20,1.3,生活活動
18:31:30,1.1,生活活動
18:31:40,1,生活活動
18:31:50,1.1,生活活動
18:32:00,1.1,生活活動
18:32:10,1.2,生活活動
18:32:20,1,生活活動
18:32:30,1,生活活動
18:32:40,1.4,生活活動
18:32:50,1,生活活動
18:33:00,1.2,生活活動
18:33:10,1.4,生活活動
18:33:20,1,生活活動
18:33:30,1,生活活動
18:33:40,1,生活活動
18:33:50,1.3,生活活動
18:34:00,1,生活活動
18:34:10,1,生活活動
18:34:20,1.1,生活活動
18:34:30,1.5,生活活動
18:34:40,1,生活活動
18:34:50,1.1,生活活動
18:35:00,1,生活活動
18:35:10,1.2,生活活動
18:35:20,1,生活活動
18:35:30,1.8,生活活動
18:35:40,3,生活活動
18:35:50,1.7,生活活動
18:36:00,2.2,生活活動
18:36:10,1.8,生活活動
18:36:20,1.7,生活活動
18:36:30,2.4,歩行
18:36:40,2.2,歩行
18:36:50,1.5,生活活動
18:37:00,1.6,生活活動
18:37:10,1.8,生活活動
18:37:20,8.1,歩行
18:37:30,7.5,歩行
18:37:40,4.8,歩行
18:37:50,4.6,歩行
18:38:00,4,歩行
18:38:10,4.1,歩行
18:38:20,4.4,歩行
18:38:30,4,歩行
18:38:40,2.3,歩行
18:38:50,2.5,歩行
18:39:00,2.6,歩行
18:39:10,2.3,歩行
18:39:20,1.4,生活活動
18:39:30,1,生活活動
18:39:40,1,生活活動
18:39:50,1.3,生活活動
18:40:00,0,計測なし
18:40:10,0,計測なし
18:40:20,0,計測なし
18:40:30,1.2,生活活動
18:40:40,1.6,生活活動
18:40:50,1.5,生活活動
18:41:00,0,計測なし
18:41:10,1.4,生活活動
18:41:20,1.9,歩行
18:41:30,1.2,生活活動
18:41:40,1.2,生活活動
18:41:50,2.1,生活活動
18:42:00,2.2,生活活動
18:42:10,1.5,生活活動
18:42:20,2.1,生活活動
18:42:30,1.4,生活活動
18:42:40,1.4,生活活動
18:42:50,1.7,生活活動
18:43:00,1.3,生活活動
18:43:10,1.5,生活活動
18:43:20,1.5,生活活動
18:43:30,1.4,生活活動
18:43:40,1,生活活動
18:43:50,1.3,生活活動
18:44:00,1,生活活動
18:44:10,1,生活活動
18:44:20,1.1,生活活動
18:44:30,1.2,生活活動
18:44:40,1.3,生活活動
18:44:50,1.4,生活活動
18:45:00,1.3,生活活動
18:45:10,1.4,生活活動
18:45:20,1.5,生活活動
18:45:30,1.1,生活活動
18:45:40,1.3,生活活動
18:45:50,1,生活活動
18:46:00,0,計測なし
18:46:10,1.1,生活活動
18:46:20,1.1,生活活動
18:46:30,1.2,生活活動
18:46:40,1.7,生活活動
18:46:50,1.2,生活活動
18:47:00,1.6,生活活動
18:47:10,1.6,生活活動
18:47:20,1.1,生活活動
18:47:30,1.2,生活活動
18:47:40,1,生活活動
18:47:50,1,生活活動
18:48:00,1.2,生活活動
18:48:10,1.3,生活活動
18:48:20,1.2,生活活動
18:48:30,1.3,生活活動
18:48:40,1.7,生活活動
18:48:50,1.4,生活活動
18:49:00,1.4,生活活動
18:49:10,1.4,生活活動
18:49:20,1.1,生活活動
18:49:30,1.4,生活活動
18:49:40,1,生活活動
18:49:50,1,生活活動
18:50:00,1.2,生活活動
18:50:10,1.2,生活活動
18:50:20,1.3,生活活動
18:50:30,1.4,生活活動
18:50:40,1.5,生活活動
18:50:50,1.6,生活活動
18:51:00,1.5,生活活動
18:51:10,1.1,生活活動
18:51:20,1.4,生活活動
18:51:30,1,生活活動
18:51:40,1,生活活動
18:51:50,1.3,生活活動
18:52:00,1.1,生活活動
18:52:10,1.5,生活活動
18:52:20,1.2,生活活動
18:52:30,1.6,生活活動
18:52:40,1,生活活動
18:52:50,1.8,生活活動
18:53:00,2.1,生活活動
18:53:10,1.4,生活活動
18:53:20,1,生活活動
18:53:30,1.3,生活活動
18:53:40,1.4,生活活動
18:53:50,1.5,生活活動
18:54:00,1.3,生活活動
18:54:10,1.5,生活活動
18:54:20,1.4,生活活動
18:54:30,1.3,生活活動
18:54:40,1.4,生活活動
18:54:50,1.6,生活活動
18:55:00,1.4,生活活動
18:55:10,1.1,生活活動
18:55:20,1.7,生活活動
18:55:30,1.4,生活活動
18:55:40,1.2,生活活動
18:55:50,1.6,生活活動
18:56:00,1.1,生活活動
18:56:10,1.4,生活活動
18:56:20,1.2,生活活動
18:56:30,2,生活活動
18:56:40,2.1,生活活動
18:56:50,1.5,生活活動
18:57:00,1.6,生活活動
18:57:10,1.4,生活活動
18:57:20,1.7,生活活動
18:57:30,1.4,生活活動
18:57:40,2.6,生活活動
18:57:50,1.4,生活活動
18:58:00,2.2,生活活動
18:58:10,1.1,生活活動
18:58:20,1.6,生活活動
18:58:30,1.2,生活活動
18:58:40,1.4,生活活動
18:58:50,1.3,生活活動
18:59:00,1.7,生活活動
18:59:10,1.2,生活活動
18:59:20,1.4,生活活動
18:59:30,5.3,歩行
18:59:40,8.9,歩行
18:59:50,5.9,歩行
19:00:00,4.7,歩行
19:00:10,4.1,歩行
19:00:20,4.5,歩行
19:00:30,1.6,生活活動
19:00:40,1.3,生活活動
19:00:50,2.7,歩行
19:01:00,4.3,歩行
19:01:10,4.5,歩行
19:01:20,4.5,歩行
19:01:30,3.4,歩行
19:01:40,2.3,生活活動
19:01:50,2.9,歩行
19:02:00,2.6,生活活動
19:02:10,1,生活活動
19:02:20,1.2,生活活動
19:02:30,1.6,生活活動
19:02:40,1,生活活動
19:02:50,1,生活活動
19:03:00,1,生活活動
19:03:10,2.1,生活活動
19:03:20,2.2,生活活動
19:03:30,1.4,生活活動
19:03:40,1,生活活動
19:03:50,1,生活活動
19:04:00,1.5,生活活動
19:04:10,1.7,生活活動
19:04:20,1.4,生活活動
19:04:30,1.4,生活活動
19:04:40,1.6,生活活動
19:04:50,1.1,生活活動
19:05:00,1.6,生活活動
19:05:10,1.3,生活活動
19:05:20,1.4,生活活動
19:05:30,1.4,生活活動
19:05:40,1,生活活動
19:05:50,1.3,生活活動
19:06:00,1.4,生活活動
19:06:10,1,生活活動
19:06:20,1.3,生活活動
19:06:30,1.4,生活活動
19:06:40,1,生活活動
19:06:50,1.3,生活活動
19:07:00,1.4,生活活動
19:07:10,1.1,生活活動
19:07:20,1.3,生活活動
19:07:30,1.3,生活活動
19:07:40,1.4,生活活動
19:07:50,1.8,生活活動
19:08:00,1.4,生活活動
19:08:10,1.4,生活活動
19:08:20,1.2,生活活動
19:08:30,1.1,生活活動
19:08:40,1.5,生活活動
19:08:50,0,計測なし
19:09:00,0,計測なし
19:09:10,1.2,生活活動
19:09:20,1.1,生活活動
19:09:30,2.5,歩行
19:09:40,4.7,歩行
19:09:50,1.5,生活活動
19:10:00,0,計測なし
19:10:10,1,生活活動
19:10:20,1.2,生活活動
19:10:30,1.7,生活活動
19:10:40,1.8,生活活動
19:10:50,1.6,生活活動
19:11:00,1.5,生活活動
19:11:10,1,生活活動
19:11:20,1.2,生活活動
19:11:30,1,生活活動
19:11:40,1,生活活動
19:11:50,0,計測なし
19:12:00,1,生活活動
19:12:10,1.4,生活活動
19:12:20,1.5,生活活動
19:12:30,1.6,生活活動
19:12:40,1.7,生活活動
19:12:50,1.5,生活活動
19:13:00,1.6,生活活動
19:13:10,1.2,生活活動
19:13:20,1.1,生活活動
19:13:30,1,生活活動
19:13:40,1.3,生活活動
19:13:50,1.2,生活活動
19:14:00,1.1,生活活動
19:14:10,1,生活活動
19:14:20,1.4,生活活動
19:14:30,1.6,生活活動
19:14:40,1.3,生活活動
19:14:50,1.5,生活活動
19:15:00,1.4,生活活動
19:15:10,1.5,生活活動
19:15:20,1.6,生活活動
19:15:30,1.4,生活活動
19:15:40,1.5,生活活動
19:15:50,1,生活活動
19:16:00,1.1,生活活動
19:16:10,0,計測なし
19:16:20,0,計測なし
19:16:30,1,生活活動
19:16:40,1.1,生活活動
19:16:50,1.6,生活活動
19:17:00,1.5,生活活動
19:17:10,1.6,生活活動
19:17:20,1.2,生活活動
19:17:30,1,生活活動
19:17:40,1,生活活動
19:17:50,0,計測なし
19:18:00,0,計測なし
19:18:10,1,生活活動
19:18:20,1,生活活動
19:18:30,1.5,生活活動
19:18:40,1.4,生活活動
19:18:50,1.5,生活活動
19:19:00,1.6,生活活動
19:19:10,1.7,生活活動
19:19:20,1.3,生活活動
19:19:30,1.1,生活活動
19:19:40,1,生活活動
19:19:50,0,計測なし
19:20:00,0,計測なし
19:20:10,1,生活活動
19:20:20,1,生活活動
19:20:30,1.5,生活活動
19:20:40,1.6,生活活動
19:20:50,1.5,生活活動
19:21:00,1.6,生活活動
19:21:10,1.6,生活活動
19:21:20,1.3,生活活動
19:21:30,1.3,生活活動
19:21:40,1,生活活動
19:21:50,1,生活活動
19:22:00,1,生活活動
19:22:10,0,計測なし
19:22:20,0,計測なし
19:22:30,1.2,生活活動
19:22:40,1.2,生活活動
19:22:50,1.2,生活活動
19:23:00,1.3,生活活動
19:23:10,1.2,生活活動
19:23:20,1.6,生活活動
19:23:30,2.1,生活活動
19:23:40,1.1,生活活動
19:23:50,1.1,生活活動
19:24:00,1,生活活動
19:24:10,1,生活活動
19:24:20,1.2,生活活動
19:24:30,1.5,生活活動
19:24:40,1.5,生活活動
19:24:50,1.2,生活活動
19:25:00,1.4,生活活動
19:25:10,1.6,生活活動
19:25:20,1.6,生活活動
19:25:30,1.4,生活活動
19:25:40,1.1,生活活動
19:25:50,1.4,生活活動
19:26:00,1.2,生活活動
19:26:10,1,生活活動
19:26:20,1.1,生活活動
19:26:30,0,計測なし
19:26:40,0,計測なし
19:26:50,1,生活活動
19:27:00,1.1,生活活動
19:27:10,1.6,生活活動
19:27:20,1.4,生活活動
19:27:30,1.6,生活活動
19:27:40,1.9,生活活動
19:27:50,1.8,生活活動
19:28:00,1.4,生活活動
19:28:10,1.6,生活活動
19:28:20,1.5,生活活動
19:28:30,1.7,生活活動
19:28:40,1.5,生活活動
19:28:50,1.4,生活活動
19:29:00,1.4,生活活動
19:29:10,1.1,生活活動
19:29:20,1.1,生活活動
19:29:30,1,生活活動
19:29:40,1.1,生活活動
19:29:50,1,生活活動
19:30:00,0,計測なし
19:30:10,0,計測なし
19:30:20,0,計測なし
19:30:30,0,計測なし
19:30:40,0,計測なし
19:30:50,0,計測なし
19:31:00,1,生活活動
19:31:10,1,生活活動
19:31:20,1.4,生活活動
19:31:30,1.4,生活活動
19:31:40,1.5,生活活動
19:31:50,1.4,生活活動
19:32:00,1.7,生活活動
19:32:10,1.7,生活活動
19:32:20,1.7,生活活動
19:32:30,1.6,生活活動
19:32:40,1.7,生活活動
19:32:50,1.5,生活活動
19:33:00,1.6,生活活動
19:33:10,1.5,生活活動
19:33:20,1.3,生活活動
19:33:30,1.2,生活活動
19:33:40,1.2,生活活動
19:33:50,1.3,生活活動
19:34:00,1.2,生活活動
19:34:10,1.2,生活活動
19:34:20,1.2,生活活動
19:34:30,1.4,生活活動
19:34:40,1,生活活動
19:34:50,1,生活活動
19:35:00,0,計測なし
19:35:10,0,計測なし
19:35:20,0,計測なし
19:35:30,1,生活活動
19:35:40,1,生活活動
19:35:50,1.4,生活活動
19:36:00,1.7,生活活動
19:36:10,1.6,生活活動
19:36:20,1.8,生活活動
19:36:30,1.7,生活活動
19:36:40,1.4,生活活動
19:36:50,1.4,生活活動
19:37:00,1.6,生活活動
19:37:10,1.6,生活活動
19:37:20,1.8,生活活動
19:37:30,1.5,生活活動
19:37:40,1.3,生活活動
19:37:50,1.4,生活活動
19:38:00,1.4,生活活動
19:38:10,1.1,生活活動
19:38:20,1.2,生活活動
19:38:30,1.2,生活活動
19:38:40,1.1,生活活動
19:38:50,1,生活活動
19:39:00,2.2,生活活動
19:39:10,1.1,生活活動
19:39:20,1,生活活動
19:39:30,1,生活活動
19:39:40,0,計測なし
19:39:50,0,計測なし
19:40:00,1,生活活動
19:40:10,1.2,生活活動
19:40:20,1.6,生活活動
19:40:30,1.9,生活活動
19:40:40,1.6,生活活動
19:40:50,1.5,生活活動
19:41:00,1.4,生活活動
19:41:10,1.4,生活活動
19:41:20,1.8,生活活動
19:41:30,1.3,生活活動
19:41:40,1.4,生活活動
19:41:50,1.7,生活活動
19:42:00,1.7,生活活動
19:42:10,1.8,生活活動
19:42:20,1.4,生活活動
19:42:30,1.4,生活活動
19:42:40,1.8,生活活動
19:42:50,1.8,生活活動
19:43:00,1.7,生活活動
19:43:10,1.4,生活活動
19:43:20,1.4,生活活動
19:43:30,1.4,生活活動
19:43:40,1.3,生活活動
19:43:50,1.4,生活活動
19:44:00,1.2,生活活動
19:44:10,1.5,生活活動
19:44:20,1.4,生活活動
19:44:30,1.2,生活活動
19:44:40,1.2,生活活動
19:44:50,1.3,生活活動
19:45:00,1.4,生活活動
19:45:10,1.4,生活活動
19:45:20,1.4,生活活動
19:45:30,1.6,生活活動
19:45:40,1.3,生活活動
19:45:50,1.2,生活活動
19:46:00,1.2,生活活動
19:46:10,1.1,生活活動
19:46:20,1,生活活動
19:46:30,0,計測なし
19:46:40,0,計測なし
19:46:50,1.2,生活活動
19:47:00,1,生活活動
19:47:10,1.4,生活活動
19:47:20,0,計測なし
19:47:30,0,計測なし
19:47:40,0,計測なし
19:47:50,1,生活活動
19:48:00,1.1,生活活動
19:48:10,1.1,生活活動
19:48:20,1.6,生活活動
19:48:30,1.5,生活活動
19:48:40,1.6,生活活動
19:48:50,1.6,生活活動
19:49:00,1.7,生活活動
19:49:10,1.8,生活活動
19:49:20,1.7,生活活動
19:49:30,1.6,生活活動
19:49:40,1.6,生活活動
19:49:50,1.6,生活活動
19:50:00,3.1,生活活動
19:50:10,2,生活活動
19:50:20,1.5,生活活動
19:50:30,1.6,生活活動
19:50:40,1.2,生活活動
19:50:50,3.4,歩行
19:51:00,4.1,歩行
19:51:10,2.7,歩行
19:51:20,2.7,歩行
19:51:30,3,歩行
19:51:40,3.7,歩行
19:51:50,4.6,歩行
19:52:00,4.4,歩行
19:52:10,4.8,歩行
19:52:20,4.5,歩行
19:52:30,5,歩行
19:52:40,4.9,歩行
19:52:50,4.8,歩行
19:53:00,5.2,歩行
19:53:10,4.2,歩行
19:53:20,4.3,歩行
19:53:30,4.2,歩行
19:53:40,4.1,歩行
19:53:50,4,歩行
19:54:00,4.2,歩行
19:54:10,4.2,歩行
19:54:20,4.3,歩行
19:54:30,4.3,歩行
19:54:40,4.4,歩行
19:54:50,4.1,歩行
19:55:00,3.8,歩行
19:55:10,3.7,歩行
19:55:20,4.5,歩行
19:55:30,5.4,歩行
19:55:40,4.6,歩行
19:55:50,3.1,歩行
19:56:00,2.8,歩行
19:56:10,2.6,歩行
19:56:20,2.9,歩行
19:56:30,2.8,歩行
19:56:40,3,歩行
19:56:50,4.4,歩行
19:57:00,4.3,歩行
19:57:10,4.2,歩行
19:57:20,4.1,歩行
19:57:30,4.6,歩行
19:57:40,4.8,歩行
19:57:50,4.9,歩行
19:58:00,5.1,歩行
19:58:10,5.3,歩行
19:58:20,5,歩行
19:58:30,4,歩行
19:58:40,3.9,歩行
19:58:50,4.4,歩行
19:59:00,4.5,歩行
19:59:10,4.7,歩行
19:59:20,4.5,歩行
19:59:30,4.6,歩行
19:59:40,4.6,歩行
19:59:50,4.7,歩行
20:00:00,4.7,歩行
20:00:10,3.9,歩行
20:00:20,3.6,歩行
20:00:30,3.7,歩行
20:00:40,3.8,歩行
20:00:50,4.5,歩行
20:01:00,4.5,歩行
20:01:10,4.4,歩行
20:01:20,4.3,歩行
20:01:30,4.3,歩行
20:01:40,5,歩行
20:01:50,3.3,歩行
20:02:00,2.5,歩行
20:02:10,1.9,歩行
20:02:20,2.6,生活活動
20:02:30,2.5,生活活動
20:02:40,3.2,生活活動
20:02:50,3,生活活動
20:03:00,2.5,生活活動
20:03:10,2.2,生活活動
20:03:20,3.1,生活活動
20:03:30,2.2,生活活動
20:03:40,3.1,生活活動
20:03:50,2.9,生活活動
20:04:00,3.1,生活活動
20:04:10,1.6,生活活動
20:04:20,2.9,生活活動
20:04:30,2.3,生活活動
20:04:40,3.1,生活活動
20:04:50,3.4,生活活動
20:05:00,2.9,生活活動
20:05:10,2.8,生活活動
20:05:20,4,生活活動
20:05:30,3.6,生活活動
20:05:40,5,生活活動
20:05:50,3.1,生活活動
20:06:00,1.1,生活活動
20:06:10,1,生活活動
20:06:20,1.6,生活活動
20:06:30,2.1,生活活動
20:06:40,1.8,生活活動
20:06:50,3.6,生活活動
20:07:00,2.9,生活活動
20:07:10,1.8,生活活動
20:07:20,2.6,生活活動
20:07:30,1.4,生活活動
20:07:40,1.3,生活活動
20:07:50,1.3,生活活動
20:08:00,1.9,生活活動
20:08:10,1.4,生活活動
20:08:20,2,生活活動
20:08:30,1.6,生活活動
20:08:40,1.1,生活活動
20:08:50,1,生活活動
20:09:00,1,生活活動
20:09:10,1.2,生活活動
20:09:20,1.4,生活活動
20:09:30,1.9,生活活動
20:09:40,1.3,生活活動
20:09:50,1.3,生活活動
20:10:00,1.4,生活活動
20:10:10,1.1,生活活動
20:10:20,1,生活活動
20:10:30,1,生活活動
20:10:40,1,生活活動
20:10:50,1.4,生活活動
20:11:00,1,生活活動
20:11:10,1,生活活動
20:11:20,1,生活活動
20:11:30,1,生活活動
20:11:40,1,生活活動
20:11:50,1,生活活動
20:12:00,1.2,生活活動
20:12:10,1,生活活動
20:12:20,1.1,生活活動
20:12:30,1.6,生活活動
20:12:40,2,生活活動
20:12:50,1.1,生活活動
20:13:00,1.2,生活活動
20:13:10,1,生活活動
20:13:20,1,生活活動
20:13:30,1,生活活動
20:13:40,1,生活活動
20:13:50,0,計測なし
20:14:00,0,計測なし
20:14:10,0,計測なし
20:14:20,0,計測なし
20:14:30,0,計測なし
20:14:40,0,計測なし
20:14:50,0,計測なし
20:15:00,0,計測なし
20:15:10,1.1,生活活動
20:15:20,1.1,生活活動
20:15:30,1,生活活動
20:15:40,0,計測なし
20:15:50,0,計測なし
20:16:00,1.7,生活活動
20:16:10,1.8,生活活動
20:16:20,2,歩行
20:16:30,2.7,生活活動
20:16:40,1.9,生活活動
20:16:50,3.3,生活活動
20:17:00,1,生活活動
20:17:10,1,生活活動
20:17:20,0,計測なし
20:17:30,0,計測なし
20:17:40,1.9,生活活動
20:17:50,0,計測なし
20:18:00,0,計測なし
20:18:10,0,計測なし
20:18:20,0,計測なし
20:18:30,0,計測なし
20:18:40,0,計測なし
20:18:50,0,計測なし
20:19:00,0,計測なし
20:19:10,0,計測なし
20:19:20,0,計測なし
20:19:30,0,計測なし
20:19:40,0,計測なし
20:19:50,0,計測なし
20:20:00,0,計測なし
20:20:10,0,計測なし
20:20:20,0,計測なし
20:20:30,0,計測なし
20:20:40,0,計測なし
20:20:50,0,計測なし
20:21:00,0,計測なし
20:21:10,0,計測なし
20:21:20,0,計測なし
20:21:30,0,計測なし
20:21:40,0,計測なし
20:21:50,0,計測なし
20:22:00,0,計測なし
20:22:10,0,計測なし
20:22:20,0,計測なし
20:22:30,0,計測なし
20:22:40,1.2,生活活動
20:22:50,1,生活活動
20:23:00,0,計測なし
20:23:10,0,計測なし
20:23:20,0,計測なし
20:23:30,0,計測なし
20:23:40,0,計測なし
20:23:50,0,計測なし
20:24:00,0,計測なし
20:24:10,0,計測なし
20:24:20,0,計測なし
20:24:30,0,計測なし
20:24:40,5,生活活動
20:24:50,3.3,生活活動
20:25:00,2.7,生活活動
20:25:10,1.9,生活活動
20:25:20,1.9,歩行
20:25:30,4.1,生活活動
20:25:40,1.6,生活活動
20:25:50,1.2,生活活動
20:26:00,1.2,生活活動
20:26:10,1.1,生活活動
20:26:20,1.2,生活活動
20:26:30,1.2,生活活動
20:26:40,1.3,生活活動
20:26:50,1.2,生活活動
20:27:00,1.3,生活活動
20:27:10,1.1,生活活動
20:27:20,1.2,生活活動
20:27:30,1.4,生活活動
20:27:40,1.2,生活活動
20:27:50,1.6,生活活動
20:28:00,1.6,生活活動
20:28:10,1.5,生活活動
20:28:20,1.4,生活活動
20:28:30,1.5,生活活動
20:28:40,1.6,生活活動
20:28:50,1.3,生活活動
20:29:00,2,生活活動
20:29:10,1.4,生活活動
20:29:20,1.4,生活活動
20:29:30,1.3,生活活動
20:29:40,1.3,生活活動
20:29:50,1.4,生活活動
20:30:00,1.4,生活活動
20:30:10,1.3,生活活動
20:30:20,1.2,生活活動
20:30:30,1.3,生活活動
20:30:40,1.3,生活活動
20:30:50,1.6,生活活動
20:31:00,1.3,生活活動
20:31:10,1.4,生活活動
20:31:20,2.4,生活活動
20:31:30,2,生活活動
20:31:40,2.3,生活活動
20:31:50,1.5,生活活動
20:32:00,1.6,生活活動
20:32:10,2.5,生活活動
20:32:20,2.4,生活活動
20:32:30,1.4,生活活動
20:32:40,2.2,生活活動
20:32:50,2.4,生活活動
20:33:00,1.6,生活活動
20:33:10,2.8,生活活動
20:33:20,1.4,生活活動
20:33:30,2.4,生活活動
20:33:40,1.8,生活活動
20:33:50,1.7,生活活動
20:34:00,1.6,生活活動
20:34:10,2.2,生活活動
20:34:20,2.2,生活活動
20:34:30,2.9,生活活動
20:34:40,1.2,生活活動
20:34:50,1.2,生活活動
20:35:00,1,生活活動
20:35:10,1.4,生活活動
20:35:20,2.7,生活活動
20:35:30,1.8,生活活動
20:35:40,1.9,生活活動
20:35:50,2.8,生活活動
20:36:00,2,生活活動
20:36:10,1.2,生活活動
20:36:20,1.2,生活活動
20:36:30,1.8,生活活動
20:36:40,1.6,生活活動
20:36:50,1.3,生活活動
20:37:00,1.3,生活活動
20:37:10,1.4,生活活動
20:37:20,1.3,生活活動
20:37:30,1.3,生活活動
20:37:40,1.2,生活活動
20:37:50,1.3,生活活動
20:38:00,1.2,生活活動
20:38:10,1.3,生活活動
20:38:20,1.9,生活活動
20:38:30,1.6,生活活動
20:38:40,1.4,生活活動
20:38:50,1.3,生活活動
20:39:00,1.3,生活活動
20:39:10,1.3,生活活動
20:39:20,1.1,生活活動
20:39:30,1.3,生活活動
20:39:40,1,生活活動
20:39:50,1.4,生活活動
20:40:00,1.5,生活活動
20:40:10,1.4,生活活動
20:40:20,2.3,歩行
20:40:30,2.8,生活活動
20:40:40,2.6,生活活動
20:40:50,1.5,生活活動
20:41:00,1.7,生活活動
20:41:10,1.2,生活活動
20:41:20,1.1,生活活動
20:41:30,1.2,生活活動
20:41:40,1.6,生活活動
20:41:50,3.3,生活活動
20:42:00,3.4,生活活動
20:42:10,2.5,生活活動
20:42:20,2,生活活動
20:42:30,2.1,生活活動
20:42:40,2.1,生活活動
20:42:50,1.9,生活活動
20:43:00,2.5,生活活動
20:43:10,2.3,生活活動
20:43:20,2.1,生活活動
20:43:30,2.9,生活活動
20:43:40,3,生活活動
20:43:50,1.3,生活活動
20:44:00,1.2,生活活動
20:44:10,1.8,生活活動
20:44:20,1.2,生活活動
20:44:30,1,生活活動
20:44:40,1,生活活動
20:44:50,1,生活活動
20:45:00,1.5,生活活動
20:45:10,1.4,生活活動
20:45:20,1.6,生活活動
20:45:30,1.8,生活活動
20:45:40,1.7,生活活動
20:45:50,1.2,生活活動
20:46:00,2.1,生活活動
20:46:10,2.6,生活活動
20:46:20,1.5,生活活動
20:46:30,0,計測なし
20:46:40,1.1,生活活動
20:46:50,1,生活活動
20:47:00,1,生活活動
20:47:10,1,生活活動
20:47:20,1,生活活動
20:47:30,1,生活活動
20:47:40,1.2,生活活動
20:47:50,0,計測なし
20:48:00,1.2,生活活動
20:48:10,0,計測なし
20:48:20,0,計測なし
20:48:30,0,計測なし
20:48:40,0,計測なし
20:48:50,1.2,生活活動
20:49:00,1,生活活動
20:49:10,1,生活活動
20:49:20,1,生活活動
20:49:30,1,生活活動
20:49:40,1,生活活動
20:49:50,1,生活活動
20:50:00,1.1,生活活動
20:50:10,1.3,生活活動
20:50:20,1.7,生活活動
20:50:30,1.5,生活活動
20:50:40,1.3,生活活動
20:50:50,1.3,生活活動
20:51:00,1.1,生活活動
20:51:10,2,生活活動
20:51:20,1.2,生活活動
20:51:30,1.7,生活活動
20:51:40,1.7,生活活動
20:51:50,1.1,生活活動
20:52:00,1,生活活動
20:52:10,1,生活活動
20:52:20,0,計測なし
20:52:30,1.1,生活活動
20:52:40,1.2,生活活動
20:52:50,0,計測なし
20:53:00,0,計測なし
20:53:10,1.2,生活活動
20:53:20,1.4,生活活動
20:53:30,1,生活活動
20:53:40,1.7,生活活動
20:53:50,1.2,生活活動
20:54:00,1,生活活動
20:54:10,1,生活活動
20:54:20,1.1,生活活動
20:54:30,1,生活活動
20:54:40,1,生活活動
20:54:50,1.7,生活活動
20:55:00,1,生活活動
20:55:10,1,生活活動
20:55:20,1,生活活動
20:55:30,1,生活活動
20:55:40,1,生活活動
20:55:50,1,生活活動
20:56:00,0,計測なし
20:56:10,1.1,生活活動
20:56:20,1.2,生活活動
20:56:30,1.3,生活活動
20:56:40,1.2,生活活動
20:56:50,0,計測なし
20:57:00,1,生活活動
20:57:10,1,生活活動
20:57:20,1.4,生活活動
20:57:30,1.1,生活活動
20:57:40,1,生活活動
20:57:50,0,計測なし
20:58:00,0,計測なし
20:58:10,0,計測なし
20:58:20,0,計測なし
20:58:30,0,計測なし
20:58:40,0,計測なし
20:58:50,1,生活活動
20:59:00,1.9,生活活動
20:59:10,1,生活活動
20:59:20,1,生活活動
20:59:30,0,計測なし
20:59:40,0,計測なし
20:59:50,1.5,生活活動
21:00:00,1.7,生活活動
21:00:10,1.5,生活活動
21:00:20,1.4,生活活動
21:00:30,1.7,生活活動
21:00:40,1.2,生活活動
21:00:50,1.7,生活活動
21:01:00,1,生活活動
21:01:10,1,生活活動
21:01:20,1,生活活動
21:01:30,1,生活活動
21:01:40,0,計測なし
21:01:50,1.2,生活活動
21:02:00,1.4,生活活動
21:02:10,1.1,生活活動
21:02:20,1.2,生活活動
21:02:30,0,計測なし
21:02:40,0,計測なし
21:02:50,1,生活活動
21:03:00,1,生活活動
21:03:10,1.6,生活活動
21:03:20,2,生活活動
21:03:30,1,生活活動
21:03:40,1,生活活動
21:03:50,1.1,生活活動
21:04:00,1.1,生活活動
21:04:10,1.2,生活活動
21:04:20,1,生活活動
21:04:30,1,生活活動
21:04:40,1,生活活動
21:04:50,1,生活活動
21:05:00,1,生活活動
21:05:10,1,生活活動
21:05:20,1,生活活動
21:05:30,1,生活活動
21:05:40,1.4,生活活動
21:05:50,1,生活活動
21:06:00,1,生活活動
21:06:10,1.2,生活活動
21:06:20,1,生活活動
21:06:30,1,生活活動
21:06:40,1.3,生活活動
21:06:50,1.1,生活活動
21:07:00,1.3,生活活動
21:07:10,1,生活活動
21:07:20,1,生活活動
21:07:30,1,生活活動
21:07:40,0,計測なし
21:07:50,0,計測なし
21:08:00,0,計測なし
21:08:10,1.7,生活活動
21:08:20,1.5,生活活動
21:08:30,1.2,生活活動
21:08:40,0,計測なし
21:08:50,1.1,生活活動
21:09:00,1,生活活動
21:09:10,1.1,生活活動
21:09:20,1,生活活動
21:09:30,1,生活活動
21:09:40,1.3,生活活動
21:09:50,1.2,生活活動
21:10:00,1.3,生活活動
21:10:10,1.3,生活活動
21:10:20,1.5,生活活動
21:10:30,1.6,生活活動
21:10:40,1,生活活動
21:10:50,0,計測なし
21:11:00,0,計測なし
21:11:10,1,生活活動
21:11:20,0,計測なし
21:11:30,0,計測なし
21:11:40,1,生活活動
21:11:50,0,計測なし
21:12:00,1.1,生活活動
21:12:10,1,生活活動
21:12:20,1.8,生活活動
